"","Cantidad_TGC_1","Cantidad_TGC_2","Respuesta_A","Respuesta_B","Direccion","Separacion","correctas_A","correctas_B","correctas"
"664","0","0","0","1","135",3,1,0,0
"665","1","1","1","0","0",20,1,0,0
"666","1","1","1","0","0",17,1,0,0
"667","0","1","0","1","45",17,1,1,1
"668","2","0","2","1","45",8,1,0,0
"669","1","2","1","1","135",14,1,0,0
"670","0","0","0","1","45",5,1,0,0
"671","1","0","2","1","90",11,0,0,0
"672","2","1","1","1","45",20,0,1,0
"673","0","1","2","1","0",14,0,1,0
"674","1","1","1","1","45",8,1,1,1
"675","1","1","1","0","135",11,1,0,0
"676","0","1","0","1","0",17,1,1,1
"677","1","2","1","2","135",11,1,1,1
"678","0","1","0","1","135",5,1,1,1
"679","1","1","1","1","45",14,1,1,1
"680","1","1","0","1","0",5,0,1,0
"681","1","1","2","1","90",17,0,1,0
"682","1","0","1","0","90",5,1,1,1
"683","0","2","2","1","45",20,0,0,0
"684","1","0","1","0","135",14,1,1,1
"685","1","0","1","1","135",5,1,0,0
"686","0","2","2","1","0",17,0,0,0
"687","1","2","1","2","45",8,1,1,1
"688","1","0","1","0","0",20,1,1,1
"689","2","0","2","1","135",5,1,0,0
"690","2","1","2","1","90",11,1,1,1
"691","0","0","1","0","45",8,0,1,0
"692","0","1","0","0","90",17,1,0,0
"693","1","2","1","1","45",20,1,0,0
"694","1","2","1","0","90",8,1,0,0
"695","1","1","1","1","135",17,1,1,1
"696","0","1","0","1","90",20,1,1,1
"697","1","1","1","0","0",14,1,0,0
"698","0","0","0","0","0",3,1,1,1
"699","1","1","2","1","45",14,0,1,0
"700","0","1","0","1","90",5,1,1,1
"701","3","1","2","1","45",14,0,1,0
"702","0","0","1","0","0",14,0,1,0
"703","1","1","2","2","135",17,0,0,0
"704","0","2","1","2","0",14,0,1,0
"705","1","0","1","0","90",8,1,1,1
"706","3","0","1","1","135",3,0,0,0
"707","1","2","0","1","135",17,0,0,0
"708","1","2","1","2","135",14,1,1,1
"709","1","1","3","0","90",20,0,0,0
"710","1","2","1","1","135",11,1,0,0
"711","1","1","1","1","90",8,1,1,1
"712","1","0","1","0","135",5,1,1,1
"713","1","0","2","0","45",14,0,1,0
"714","2","1","2","1","135",8,1,1,1
"715","2","1","1","2","135",14,0,0,0
"716","0","1","2","1","0",20,0,1,0
"717","1","2","1","2","135",11,1,1,1
"718","0","1","0","1","135",8,1,1,1
"719","0","2","0","1","135",17,1,0,0
"720","1","1","1","0","90",20,1,0,0
"721","1","1","1","1","0",3,1,1,1
"722","0","0","0","0","45",11,1,1,1
"723","1","1","1","1","90",3,1,1,1
"724","1","2","1","2","90",5,1,1,1
"725","3","0","2","0","0",3,0,1,0
"726","1","1","1","1","45",5,1,1,1
"727","1","0","2","0","0",14,0,1,0
"728","0","2","1","2","90",11,0,1,0
"729","0","1","0","1","135",11,1,1,1
"730","1","1","1","3","135",20,1,0,0
"731","2","0","0","0","45",5,0,1,0
"732","1","0","2","0","45",11,0,1,0
"733","2","0","1","1","0",17,0,0,0
"734","3","2","2","2","0",14,0,1,0
"735","0","2","0","2","90",3,1,1,1
"736","1","1","1","1","45",5,1,1,1
"737","2","1","2","1","0",8,1,1,1
"738","2","1","2","1","135",8,1,1,1
"739","3","1","2","2","0",17,0,0,0
"740","1","0","1","0","135",3,1,1,1
"741","1","2","2","2","135",20,0,1,0
"742","1","0","1","0","0",20,1,1,1
"743","0","1","0","1","135",11,1,1,1
"744","2","0","2","0","90",3,1,1,1
"745","1","1","1","1","90",3,1,1,1
"746","1","0","2","1","135",20,0,0,0
"747","2","3","2","2","0",20,1,0,0
"748","1","0","1","1","90",8,1,0,0
"749","1","1","1","0","0",20,1,0,0
"750","1","1","1","1","45",5,1,1,1
"751","1","0","1","0","45",5,1,1,1
"752","1","2","1","0","90",14,1,0,0
"753","0","1","2","0","0",20,0,0,0
"754","0","2","1","0","90",17,0,0,0
"755","2","3","1","1","135",11,0,0,0
"756","2","0","1","0","45",5,0,1,0
"757","3","2","3","1","90",5,1,0,0
"758","0","2","1","0","45",17,0,0,0
"759","2","1","1","0","45",20,0,0,0
"760","1","1","1","1","135",17,1,1,1
"761","1","2","2","2","45",11,0,1,0
"762","2","0","2","0","45",14,1,1,1
"763","2","1","2","1","0",8,1,1,1
"764","2","2","2","3","0",11,1,0,0
"765","1","0","1","0","45",3,1,1,1
"766","1","2","2","1","135",17,0,0,0
"767","2","1","1","1","45",3,0,1,0
"768","1","0","1","0","90",5,1,1,1
"769","1","2","1","1","45",11,1,0,0
"770","0","1","1","0","90",5,0,0,0
"771","0","1","0","1","0",14,1,1,1
"772","0","1","1","1","90",17,0,1,0
"773","1","1","1","1","45",11,1,1,1
"774","1","2","1","1","90",11,1,0,0
"775","1","0","1","0","45",8,1,1,1
"776","0","1","0","1","0",8,1,1,1
"777","1","1","1","1","135",11,1,1,1
"778","2","1","2","1","135",5,1,1,1
"779","2","0","1","0","0",11,0,1,0
"780","0","0","0","0","90",11,1,1,1
"781","2","1","2","1","45",3,1,1,1
"782","0","1","1","1","45",14,0,1,0
"783","1","1","1","1","45",5,1,1,1
"784","2","2","2","2","90",3,1,1,1
"785","0","1","0","0","135",3,1,0,0
"786","0","1","1","1","0",5,0,1,0
"787","1","3","1","3","45",3,1,1,1
"788","1","1","1","1","135",5,1,1,1
"789","2","0","2","0","0",11,1,1,1
"790","3","3","1","0","90",14,0,0,0
"791","1","0","1","0","0",17,1,1,1
"792","1","1","1","0","135",17,1,0,0
"793","0","0","0","0","90",8,1,1,1
"794","1","3","2","2","90",14,0,0,0
"795","0","3","1","0","90",20,0,0,0
"796","2","0","1","0","45",17,0,1,0
"797","2","2","2","2","0",11,1,1,1
"798","1","1","1","0","45",17,1,0,0
"799","1","1","1","1","45",8,1,1,1
"800","2","1","1","1","45",5,0,1,0
"801","1","1","0","1","135",5,0,1,0
"802","0","0","1","0","45",14,0,1,0
"803","1","2","2","1","45",17,0,0,0
"804","0","3","0","1","135",14,1,0,0
"805","2","1","2","1","0",8,1,1,1
"806","2","1","3","2","135",8,0,0,0
"807","0","0","0","0","45",5,1,1,1
"808","3","0","2","0","135",3,0,1,0
"809","2","1","2","0","90",20,1,0,0
"810","1","1","1","1","0",5,1,1,1
"811","2","1","2","1","90",5,1,1,1
"812","0","1","0","1","90",5,1,1,1
"813","1","0","1","1","90",11,1,0,0
"814","0","2","0","1","135",20,1,0,0
"815","1","1","1","1","0",5,1,1,1
"816","1","1","1","1","135",3,1,1,1
"817","0","1","1","1","45",8,0,1,0
"818","0","0","1","0","0",20,0,1,0
"819","2","1","2","0","90",14,1,0,0
"820","1","1","0","1","135",14,0,1,0
"821","2","1","1","0","90",11,0,0,0
"822","2","2","2","1","90",3,1,0,0
"823","1","0","0","0","90",14,0,1,0
"824","1","1","0","1","135",14,0,1,0
"825","2","1","1","0","135",11,0,0,0
"826","0","0","1","0","45",3,0,1,0
"827","1","1","1","1","45",11,1,1,1
"828","1","3","1","3","0",8,1,1,1
"829","0","1","0","1","135",8,1,1,1
"830","1","1","1","1","135",11,1,1,1
"831","0","3","0","2","135",8,1,0,0
"832","2","0","1","0","45",3,0,1,0
"833","2","2","2","2","0",3,1,1,1
"834","2","1","2","0","90",20,1,0,0
"835","3","2","1","1","90",20,0,0,0
"836","1","0","1","1","135",11,1,0,0
"837","0","1","0","1","45",3,1,1,1
"838","2","0","1","0","90",11,0,1,0
"839","1","2","2","2","90",3,0,1,0
"840","2","0","2","0","0",3,1,1,1
"841","0","1","0","1","135",11,1,1,1
"842","1","1","1","1","90",5,1,1,1
"843","0","1","0","1","90",14,1,1,1
"844","2","1","1","2","90",11,0,0,0
"845","0","0","0","2","135",8,1,0,0
"846","1","2","2","2","0",3,0,1,0
"847","2","0","2","0","45",14,1,1,1
"848","3","0","2","0","135",11,0,1,0
"849","0","1","1","2","135",14,0,0,0
"850","1","2","1","2","0",5,1,1,1
"851","2","1","2","1","0",20,1,1,1
"852","0","2","1","2","90",5,0,1,0
"853","1","1","1","2","135",11,1,0,0
"854","2","0","2","0","0",11,1,1,1
"855","1","2","0","1","135",20,0,0,0
"856","1","0","1","0","0",14,1,1,1
"857","1","1","1","1","135",5,1,1,1
"858","1","0","1","1","135",8,1,0,0
"859","3","0","2","1","0",20,0,0,0
"860","2","2","2","2","90",11,1,1,1
"861","0","0","0","0","135",5,1,1,1
"862","1","3","2","2","90",11,0,0,0
"863","1","0","1","1","135",8,1,0,0
"864","1","0","1","0","45",5,1,1,1
"865","0","1","1","1","0",11,0,1,0
"866","0","0","1","1","0",17,0,0,0
"867","1","0","1","0","45",11,1,1,1
"868","0","2","0","1","135",5,1,0,0
"869","1","1","1","0","45",17,1,0,0
"870","1","0","0","1","90",8,0,0,0
"871","0","1","0","1","90",11,1,1,1
"872","1","3","1","3","45",3,1,1,1
"873","1","0","1","0","90",17,1,1,1
"874","1","1","1","1","45",11,1,1,1
"875","1","0","1","1","0",20,1,0,0
"876","1","2","1","2","45",5,1,1,1
"877","1","0","1","0","90",8,1,1,1
"878","0","4","1","0","90",20,0,0,0
"879","1","0","1","0","45",14,1,1,1
"880","0","0","1","0","0",8,0,1,0
"881","0","1","0","1","135",20,1,1,1
"882","2","1","1","1","135",14,0,1,0
"883","1","0","1","1","45",8,1,0,0
"884","1","2","1","1","0",20,1,0,0
"885","1","2","1","2","0",17,1,1,1
"886","0","0","0","1","135",3,1,0,0
"887","1","2","1","0","90",17,1,0,0
"888","2","1","2","1","45",8,1,1,1
"889","2","0","1","0","0",11,0,1,0
"890","2","1","2","1","135",20,1,1,1
"891","1","1","1","2","135",11,1,0,0
"892","0","1","0","1","0",3,1,1,1
"893","3","2","3","1","0",14,1,0,0
"894","0","3","1","3","0",17,0,1,0
"895","2","1","1","2","0",11,0,0,0
"896","1","1","1","1","90",5,1,1,1
"897","1","0","1","0","0",14,1,1,1
"898","0","2","1","2","0",8,0,1,0
"899","2","3","2","3","135",3,1,1,1
"900","1","1","0","1","135",17,0,1,0
"901","2","0","1","0","45",5,0,1,0
"902","1","0","1","0","0",20,1,1,1
"903","1","0","1","1","0",20,1,0,0
"904","1","1","2","1","0",17,0,1,0
"905","2","2","2","2","90",11,1,1,1
"906","1","0","0","1","135",17,0,0,0
"907","3","1","3","1","90",5,1,1,1
"908","0","0","1","0","0",20,0,1,0
"909","3","2","2","1","45",17,0,0,0
"910","0","1","0","1","45",3,1,1,1
"911","0","1","0","0","90",20,1,0,0
"912","1","1","2","2","45",8,0,0,0
"913","0","2","1","2","0",14,0,1,0
"914","2","1","3","1","45",17,0,1,0
"915","1","0","1","0","45",17,1,1,1
"916","1","0","1","0","90",17,1,1,1
"917","0","1","0","1","45",5,1,1,1
"918","2","1","1","0","90",14,0,0,0
"919","1","1","1","0","45",20,1,0,0
"920","2","1","2","1","0",5,1,1,1
"921","1","0","1","0","135",3,1,1,1
"922","1","1","1","0","45",8,1,0,0
"923","3","1","3","1","90",5,1,1,1
"924","0","1","1","1","45",8,0,1,0
"925","1","1","0","0","90",20,0,0,0
"926","1","1","2","1","135",14,0,1,0
"927","2","1","2","1","135",5,1,1,1
"928","0","1","1","0","45",14,0,0,0
"929","3","1","3","1","45",3,1,1,1
"930","1","1","1","1","0",17,1,1,1
"931","0","1","0","1","0",14,1,1,1
"932","1","1","1","0","90",20,1,0,0
"933","0","0","0","1","45",17,1,0,0
"934","1","2","1","2","135",20,1,1,1
"935","0","2","0","2","135",3,1,1,1
"936","0","0","0","1","135",17,1,0,0
"937","0","1","0","1","45",8,1,1,1
"938","0","3","1","2","90",8,0,0,0
"939","1","1","2","1","90",3,0,1,0
"940","2","1","1","1","90",14,0,1,0
"941","0","1","0","1","135",3,1,1,1
"942","0","1","1","1","0",8,0,1,0
"943","0","1","1","1","90",3,0,1,0
"944","2","2","2","2","0",3,1,1,1
"945","1","2","2","2","0",14,0,1,0
"946","1","0","2","0","0",8,0,1,0
"947","1","1","1","1","135",3,1,1,1
"948","1","1","0","1","90",11,0,1,0
"949","2","0","0","1","90",17,0,0,0
"950","0","2","1","1","0",20,0,0,0
"951","2","1","2","1","135",11,1,1,1
"952","2","3","1","3","45",3,0,1,0
"953","2","0","1","0","135",3,0,1,0
"954","0","2","0","2","45",3,1,1,1
"955","1","1","1","0","90",20,1,0,0
"956","1","0","1","0","90",20,1,1,1
"957","2","1","1","1","90",3,0,1,0
"958","0","0","0","0","90",5,1,1,1
"959","1","1","1","1","0",20,1,1,1
"960","2","1","1","2","135",8,0,0,0
"961","0","1","0","1","45",5,1,1,1
"962","0","1","0","1","0",11,1,1,1
"963","0","2","0","1","90",17,1,0,0
"964","0","2","0","2","45",14,1,1,1
"965","0","1","0","2","0",17,1,0,0
"966","1","1","1","1","0",8,1,1,1
"967","1","1","2","1","0",14,0,1,0
"968","1","0","0","0","45",20,0,1,0
"969","3","0","2","0","0",3,0,1,0
"970","0","1","1","0","135",17,0,0,0
"971","0","0","1","0","0",17,0,1,0
"972","0","2","1","2","0",8,0,1,0
"973","1","0","1","0","45",14,1,1,1
"974","1","0","0","1","135",20,0,0,0
"975","0","2","1","0","90",17,0,0,0
"976","2","0","2","0","45",3,1,1,1
"977","2","0","2","1","135",8,1,0,0
"978","1","0","0","0","45",17,0,1,0
"979","1","1","1","1","0",5,1,1,1
"980","0","1","0","0","45",17,1,0,0
"981","0","1","0","1","0",8,1,1,1
"982","0","1","0","1","90",3,1,1,1
"983","1","2","0","1","90",17,0,0,0
"984","1","1","1","1","135",8,1,1,1
"985","0","0","0","0","90",3,1,1,1
"986","0","2","0","1","45",5,1,0,0
"987","1","0","1","1","90",8,1,0,0
"988","0","1","0","1","45",14,1,1,1
"989","1","0","1","1","90",14,1,0,0
"990","0","0","0","0","135",3,1,1,1
"991","1","1","2","1","0",17,0,1,0
"992","0","2","1","2","0",14,0,1,0
"993","1","0","0","0","45",14,0,1,0
"994","2","1","1","1","135",20,0,1,0
"995","1","1","1","1","0",8,1,1,1
"996","0","1","0","1","45",8,1,1,1
"997","1","1","0","0","90",11,0,0,0
"998","0","1","0","1","45",20,1,1,1
"999","0","0","0","0","135",3,1,1,1
"1000","1","1","1","1","0",20,1,1,1
"1001","1","1","2","1","0",17,0,1,0
"1002","0","1","0","0","45",17,1,0,0
"1003","2","0","1","0","45",8,0,1,0
"1004","1","2","1","1","135",14,1,0,0
"1005","0","0","0","0","45",5,1,1,1
"1006","1","0","2","1","90",11,0,0,0
"1007","2","1","2","1","45",20,1,1,1
"1008","0","1","0","1","0",14,1,1,1
"1009","1","1","1","1","45",8,1,1,1
"1010","1","1","1","2","135",11,1,0,0
"1011","0","1","1","1","0",17,0,1,0
"1012","1","2","1","1","135",11,1,0,0
"1013","0","1","0","1","135",5,1,1,1
"1014","1","1","1","1","45",14,1,1,1
"1015","1","1","1","1","0",5,1,1,1
"1016","1","1","0","1","90",17,0,1,0
"1017","1","0","1","1","90",5,1,0,0
"1018","0","2","1","2","45",20,0,1,0
"1019","1","0","1","0","135",14,1,1,1
"1020","1","0","1","0","135",5,1,1,1
"1021","0","2","1","2","0",17,0,1,0
"1022","1","2","1","2","45",8,1,1,1
"1023","1","0","1","0","0",20,1,1,1
"1024","2","0","2","1","135",5,1,0,0
"1025","2","1","2","1","90",11,1,1,1
"1026","0","0","0","0","45",8,1,1,1
"1027","0","1","0","1","90",17,1,1,1
"1028","1","2","1","0","45",20,1,0,0
"1029","1","2","0","2","90",8,0,1,0
"1030","1","1","1","0","135",17,1,0,0
"1031","0","1","1","1","90",20,0,1,0
"1032","1","1","1","0","0",14,1,0,0
"1033","0","0","0","0","0",3,1,1,1
"1034","1","1","2","1","45",14,0,1,0
"1035","0","1","0","1","90",5,1,1,1
"1036","3","1","3","1","45",14,1,1,1
"1037","0","0","1","0","0",14,0,1,0
"1038","1","1","1","1","135",17,1,1,1
"1039","0","2","1","2","0",14,0,1,0
"1040","1","0","1","0","90",8,1,1,1
"1041","3","0","2","1","135",3,0,0,0
"1042","1","2","1","0","135",17,1,0,0
"1043","1","2","0","3","135",14,0,0,0
"1044","1","1","0","0","90",20,0,0,0
"1045","1","2","0","1","135",11,0,0,0
"1046","1","1","1","1","90",8,1,1,1
"1047","1","0","1","2","135",5,1,0,0
"1048","1","0","1","0","45",14,1,1,1
"1049","2","1","1","1","135",8,0,1,0
"1050","2","1","1","1","135",14,0,1,0
"1051","0","1","0","1","0",20,1,1,1
"1052","1","2","1","1","135",11,1,0,0
"1053","0","1","0","1","135",8,1,1,1
"1054","0","2","0","1","135",17,1,0,0
"1055","1","1","1","0","90",20,1,0,0
"1056","1","1","1","1","0",3,1,1,1
"1057","0","0","1","0","45",11,0,1,0
"1058","1","1","2","1","90",3,0,1,0
"1059","1","2","1","2","90",5,1,1,1
"1060","3","0","3","0","0",3,1,1,1
"1061","1","1","2","1","45",5,0,1,0
"1062","1","0","2","0","0",14,0,1,0
"1063","0","2","1","2","90",11,0,1,0
"1064","0","1","1","1","135",11,0,1,0
"1065","1","1","1","0","135",20,1,0,0
"1066","2","0","1","0","45",5,0,1,0
"1067","1","0","2","1","45",11,0,0,0
"1068","2","0","2","1","0",17,1,0,0
"1069","3","2","3","1","0",14,1,0,0
"1070","0","2","0","2","90",3,1,1,1
"1071","1","1","2","2","45",5,0,0,0
"1072","2","1","2","2","0",8,1,0,0
"1073","2","1","2","1","135",8,1,1,1
"1074","3","1","2","1","0",17,0,1,0
"1075","1","0","1","0","135",3,1,1,1
"1076","1","2","2","1","135",20,0,0,0
"1077","1","0","1","0","0",20,1,1,1
"1078","0","1","0","1","135",11,1,1,1
"1079","2","0","2","1","90",3,1,0,0
"1080","1","1","1","1","90",3,1,1,1
"1081","1","0","1","0","135",20,1,1,1
"1082","2","3","1","3","0",20,0,1,0
"1083","1","0","1","0","90",8,1,1,1
"1084","1","1","2","1","0",20,0,1,0
"1085","1","1","1","1","45",5,1,1,1
"1086","1","0","1","0","45",5,1,1,1
"1087","1","2","1","2","90",14,1,1,1
"1088","0","1","1","0","0",20,0,0,0
"1089","0","2","0","2","90",17,1,1,1
"1090","2","3","1","3","135",11,0,1,0
"1091","2","0","2","1","45",5,1,0,0
"1092","3","2","1","2","90",5,0,1,0
"1093","0","2","1","2","45",17,0,1,0
"1094","2","1","3","1","45",20,0,1,0
"1095","1","1","0","0","135",17,0,0,0
"1096","1","2","2","1","45",11,0,0,0
"1097","2","0","1","1","45",14,0,0,0
"1098","2","1","2","1","0",8,1,1,1
"1099","2","2","3","2","0",11,0,1,0
"1100","1","0","1","0","45",3,1,1,1
"1101","1","2","1","2","135",17,1,1,1
"1102","2","1","2","1","45",3,1,1,1
"1103","1","0","1","0","90",5,1,1,1
"1104","1","2","1","2","45",11,1,1,1
"1105","0","1","0","1","90",5,1,1,1
"1106","0","1","0","1","0",14,1,1,1
"1107","0","1","0","1","90",17,1,1,1
"1108","1","1","2","1","45",11,0,1,0
"1109","1","2","1","2","90",11,1,1,1
"1110","1","0","1","0","45",8,1,1,1
"1111","0","1","0","1","0",8,1,1,1
"1112","1","1","1","1","135",11,1,1,1
"1113","2","1","1","1","135",5,0,1,0
"1114","2","0","2","1","0",11,1,0,0
"1115","0","0","1","0","90",11,0,1,0
"1116","2","1","2","1","45",3,1,1,1
"1117","0","1","0","1","45",14,1,1,1
"1118","1","1","2","1","45",5,0,1,0
"1119","2","2","1","2","90",3,0,1,0
"1120","0","1","0","1","135",3,1,1,1
"1121","0","1","0","1","0",5,1,1,1
"1122","1","3","1","2","45",3,1,0,0
"1123","1","1","0","1","135",5,0,1,0
"1124","2","0","2","0","0",11,1,1,1
"1125","3","3","1","3","90",14,0,1,0
"1126","1","0","2","0","0",17,0,1,0
"1127","1","1","1","0","135",17,1,0,0
"1128","0","0","1","0","90",8,0,1,0
"1129","1","3","0","2","90",14,0,0,0
"1130","0","3","1","2","90",20,0,0,0
"1131","2","0","2","1","45",17,1,0,0
"1132","2","2","2","1","0",11,1,0,0
"1133","1","1","1","0","45",17,1,0,0
"1134","1","1","2","1","45",8,0,1,0
"1135","2","1","2","1","45",5,1,1,1
"1136","1","1","0","1","135",5,0,1,0
"1137","0","0","1","1","45",14,0,0,0
"1138","1","2","2","3","45",17,0,0,0
"1139","0","3","0","1","135",14,1,0,0
"1140","2","1","1","1","0",8,0,1,0
"1141","2","1","1","1","135",8,0,1,0
"1142","0","0","1","0","45",5,0,1,0
"1143","3","0","2","0","135",3,0,1,0
"1144","2","1","1","0","90",20,0,0,0
"1145","1","1","0","2","0",5,0,0,0
"1146","2","1","1","1","90",5,0,1,0
"1147","0","1","0","1","90",5,1,1,1
"1148","1","0","1","1","90",11,1,0,0
"1149","0","2","0","2","135",20,1,1,1
"1150","1","1","1","1","0",5,1,1,1
"1151","1","1","1","1","135",3,1,1,1
"1152","0","1","1","1","45",8,0,1,0
"1153","0","0","0","1","0",20,1,0,0
"1154","2","1","2","1","90",14,1,1,1
"1155","1","1","1","1","135",14,1,1,1
"1156","2","1","1","1","90",11,0,1,0
"1157","2","2","2","2","90",3,1,1,1
"1158","1","0","1","0","90",14,1,1,1
"1159","1","1","2","1","135",14,0,1,0
"1160","2","1","1","1","135",11,0,1,0
"1161","0","0","0","0","45",3,1,1,1
"1162","1","1","2","1","45",11,0,1,0
"1163","1","3","1","3","0",8,1,1,1
"1164","0","1","0","1","135",8,1,1,1
"1165","1","1","0","1","135",11,0,1,0
"1166","0","3","0","3","135",8,1,1,1
"1167","2","0","2","0","45",3,1,1,1
"1168","2","2","1","2","0",3,0,1,0
"1169","2","1","2","1","90",20,1,1,1
"1170","3","2","2","1","90",20,0,0,0
"1171","1","0","0","1","135",11,0,0,0
"1172","0","1","0","1","45",3,1,1,1
"1173","2","0","2","1","90",11,1,0,0
"1174","1","2","0","2","90",3,0,1,0
"1175","2","0","2","0","0",3,1,1,1
"1176","0","1","1","1","135",11,0,1,0
"1177","1","1","1","1","90",5,1,1,1
"1178","0","1","0","1","90",14,1,1,1
"1179","2","1","1","2","90",11,0,0,0
"1180","0","0","0","1","135",8,1,0,0
"1181","1","2","1","2","0",3,1,1,1
"1182","2","0","2","1","45",14,1,0,0
"1183","3","0","2","1","135",11,0,0,0
"1184","0","1","1","2","135",14,0,0,0
"1185","1","2","1","2","0",5,1,1,1
"1186","2","1","1","2","0",20,0,0,0
"1187","0","2","1","2","90",5,0,1,0
"1188","1","1","1","2","135",11,1,0,0
"1189","2","0","2","1","0",11,1,0,0
"1190","1","2","1","1","135",20,1,0,0
"1191","1","0","1","0","0",14,1,1,1
"1192","1","1","0","1","135",5,0,1,0
"1193","1","0","1","0","135",8,1,1,1
"1194","3","0","2","0","0",20,0,1,0
"1195","2","2","1","2","90",11,0,1,0
"1196","0","0","1","0","135",5,0,1,0
"1197","1","3","1","2","90",11,1,0,0
"1198","1","0","1","0","135",8,1,1,1
"1199","1","0","1","0","45",5,1,1,1
"1200","0","1","0","1","0",11,1,1,1
"1201","0","0","1","1","0",17,0,0,0
"1202","1","0","1","0","45",11,1,1,1
"1203","0","2","0","1","135",5,1,0,0
"1204","1","1","0","0","45",17,0,0,0
"1205","1","0","1","0","90",8,1,1,1
"1206","0","1","0","1","90",11,1,1,1
"1207","1","3","1","3","45",3,1,1,1
"1208","1","0","0","1","90",17,0,0,0
"1209","1","1","1","1","45",11,1,1,1
"1210","1","0","1","2","0",20,1,0,0
"1211","1","2","1","2","45",5,1,1,1
"1212","1","0","1","0","90",8,1,1,1
"1213","0","4","1","2","90",20,0,0,0
"1214","1","0","1","0","45",14,1,1,1
"1215","0","0","0","0","0",8,1,1,1
"1216","0","1","0","0","135",20,1,0,0
"1217","2","1","1","2","135",14,0,0,0
"1218","1","0","2","1","45",8,0,0,0
"1219","1","2","1","2","0",20,1,1,1
"1220","1","2","1","2","0",17,1,1,1
"1221","0","0","0","0","135",3,1,1,1
"1222","1","2","1","2","90",17,1,1,1
"1223","2","1","1","1","45",8,0,1,0
"1224","2","0","1","0","0",11,0,1,0
"1225","2","1","1","0","135",20,0,0,0
"1226","1","1","1","1","135",11,1,1,1
"1227","0","1","0","1","0",3,1,1,1
"1228","3","2","2","1","0",14,0,0,0
"1229","0","3","1","3","0",17,0,1,0
"1230","2","1","1","1","0",11,0,1,0
"1231","1","1","1","1","90",5,1,1,1
"1232","1","0","1","0","0",14,1,1,1
"1233","0","2","0","2","0",8,1,1,1
"1234","2","3","1","3","135",3,0,1,0
"1235","1","1","0","1","135",17,0,1,0
"1236","2","0","2","0","45",5,1,1,1
"1237","1","0","0","1","0",20,0,0,0
"1238","1","0","2","1","0",20,0,0,0
"1239","1","1","2","1","0",17,0,1,0
"1240","2","2","1","2","90",11,0,1,0
"1241","1","0","0","2","135",17,0,0,0
"1242","3","1","2","1","90",5,0,1,0
"1243","0","0","2","0","0",20,0,1,0
"1244","3","2","2","0","45",17,0,0,0
"1245","0","1","0","1","45",3,1,1,1
"1246","0","1","0","0","90",20,1,0,0
"1247","1","1","1","0","45",8,1,0,0
"1248","0","2","1","2","0",14,0,1,0
"1249","2","1","1","0","45",17,0,0,0
"1250","1","0","1","0","45",17,1,1,1
"1251","1","0","0","0","90",17,0,1,0
"1252","0","1","1","1","45",5,0,1,0
"1253","2","1","1","1","90",14,0,1,0
"1254","1","1","1","1","45",20,1,1,1
"1255","2","1","1","1","0",5,0,1,0
"1256","1","0","1","0","135",3,1,1,1
"1257","1","1","1","1","45",8,1,1,1
"1258","3","1","3","1","90",5,1,1,1
